"","data_sheet","measuring_date","body_of_water","year","fish_id","other_id","measured_by","picture_direction","sl","body_depth","ap_length","ap_length_corrected","ap_width","ap_width_corrected","ap_pa","jaw_length","plate_l_combined","plate_r_combined","plate_l_1","plate_l_2","plate_l_3","plate_l_4","plate_l_5","plate_l_6","plate_l_7","plate_l_8","plate_l_9","plate_l_10","plate_l_11","plate_r_1","plate_r_2","plate_r_3","plate_r_4","plate_r_5","plate_r_6","plate_r_7","plate_r_8","plate_r_9","plate_r_10","plate_r_11","plate_l_total","plate_r_total","plate_lr_total","ppl","ppw","pp_pa","dorsal_1","dorsal_1_pa","dorsal_2","dorsal_2_pa","pelvic_spine","pelvic_spine_pa","sex","dorsal_3","dorsal_3_pa","eye_diameter","parasites","parasite_type","juvenile","eggs","opened_before_picture","comments","general_comments","collection_comments","time_period","type","body_depth.adj","ap_length.adj","ap_width.adj","jaw_length.adj","ppl.adj","ppw.adj","dorsal_1.adj","dorsal_2.adj","pelvic_spine.adj","eye_diameter.adj"
"1",1,2024-09-11,"Boulton Lake",2022,"HG220982",NA,"ZM","L",61.59,13.95,NA,NA,NA,NA,"N",5.51,"4567","567",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,3,7,NA,NA,"N",3.69,"Y",NA,"N",NA,"N","M",NA,"N",5.66,"Y","schisto",NA,NA,"Y",NA,NA,NA,"Present","Unarmoured",12.7625412145524,NA,NA,4.97442219686758,NA,NA,3.53560267160549,NA,NA,5.30547971784488
"2",1,2024-09-11,"Boulton Lake",2022,"HG220997",NA,"ZM","L",53.69,12,4.28,4.28,0.91,0.91,"Y",4.82,"56","56",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,4,NA,NA,"N",3.45,"Y",NA,"N",2.81,"Y","M","1.27","Y",5.06,"Y","round",NA,NA,NA,NA,NA,NA,"Present","Unarmoured",12.7285627043996,4.51954068675692,0.966510894860779,5.15785592716342,NA,NA,3.54909431897688,NA,2.89661006185735,5.28155853649906
"3",1,2024-09-16,"Boulton Lake",2022,"HG220989",NA,"ZM","L",58.42,12.76,NA,NA,NA,NA,"N",4.37,"4567","456",0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,7,NA,NA,"N",3.75,"Y",NA,"N",NA,"N","F","1.22","Y",4.93,"Y","schisto",NA,NA,NA,"Huge schisto",NA,NA,"Present","Unarmoured",12.3577684268424,NA,NA,4.21204242862689,NA,NA,3.69273380695906,NA,NA,4.81651534022303
"4",1,2024-09-16,"Boulton Lake",2022,"HG220985",NA,"ZM","L",55.95,14.42,NA,NA,NA,NA,"N",4.73,"567","5678",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,4,7,NA,NA,"N",3.11,"Y",NA,"N",NA,"N","?","1.46","Y",5.18,"Y","round, schisto",NA,NA,NA,"Round in gut",NA,NA,"Present","Unarmoured",14.6308482476774,NA,NA,4.80958012101238,NA,NA,3.13176539979738,NA,NA,5.23496010668522
"5",1,2024-09-16,"Boulton Lake",2022,"HG221019",NA,"ZM","L",48.12,10.95,NA,NA,NA,NA,"N",3.59,"5678","5678",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,8,NA,NA,"N",3.52,"Y",4.19,"Y",NA,"N","F","1.56","Y",4.04,"N",NA,NA,3,NA,NA,NA,NA,"Present","Unarmoured",13.0696809748699,NA,NA,4.39972875417782,NA,NA,3.83234986263747,4.54000639743864,NA,4.59470032725104
"6",1,2024-09-16,"Boulton Lake",2022,"HG221014",NA,"ZM","L",57.26,14.05,NA,NA,NA,NA,"N",4.8,"67","67",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,NA,NA,"N",3.15,"Y",NA,"N",NA,"N","M","0.98","Y",4.83,"Y","schisto",NA,NA,NA,"Multiple schisto",NA,NA,"Present","Unarmoured",13.9043493322647,NA,NA,4.74285126905038,NA,NA,3.13426875740621,NA,NA,4.7935434858148
"7",1,2024-09-16,"Boulton Lake",2022,"HG221016",NA,"ZM","L",56.32,12.61,NA,NA,NA,NA,"N",5.26,"567","567",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,NA,NA,"N",3.04,"Y",2.92,"Y",NA,"N","M","1.06","Y",4.75,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Unarmoured",12.7038401783344,NA,NA,5.30501600150355,NA,NA,3.05084806429541,2.92983185723589,NA,4.77567453878955
"8",1,2024-09-16,"Boulton Lake",2022,"HG221018",NA,"ZM","L",57.95,13.62,NA,NA,NA,NA,"N",5.25,"5678","678",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,3,7,NA,NA,"N",3.35,"Y",NA,"N",NA,"N","M","1.16","Y",5.13,"Y","schisto",NA,NA,NA,"Schisto large and juvenile",NA,NA,"Present","Unarmoured",13.3059645862095,NA,NA,5.11110907053081,NA,NA,3.31266530021694,NA,NA,5.04372759068928
"9",1,2024-09-16,"Boulton Lake",2022,"HG221020",NA,"ZM","L",47.3,11.02,NA,NA,NA,NA,"N",3.41,"567","5678",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,4,7,NA,NA,"N",3.33,"Y",NA,"N",NA,"N","F","1.19","Y",4.32,"N",NA,NA,3,NA,NA,NA,NA,"Present","Unarmoured",13.3990866363462,NA,NA,4.26903831837612,NA,NA,3.65789131403735,NA,NA,4.97974597188638
"10",1,2024-09-16,"Boulton Lake",2022,"HG220986",NA,"ZM","L",57.95,12.26,5.56,5.56,1.18,1.18,"Y",4.82,"5678","67",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,6,5.32,2.41,"Y",4.01,"Y",4.21,"Y",1.87,"Y","F","0.78","Y",4.76,"N",NA,NA,2,NA,"Underdeveloped pelvic plate, AP on left only",NA,NA,"Present","Unarmoured",11.9773220137245,5.44145231240455,1.15219708153039,4.69248489903972,5.19712047923161,2.31398517012144,3.96530980712535,4.16571012562299,1.84766827906305,4.67994996718927
"11",1,2024-09-18,"Boulton Lake",2022,"HG220988",NA,"ZM","L",53.64,12.44,NA,NA,NA,NA,"N",4.96,"456","4567",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,4,7,NA,NA,"N",3.21,"Y",NA,"N",NA,"N","F","1.04","Y",5.46,"N",NA,NA,NA,NA,"Granular ovaries (egg?)",NA,NA,"Present","Unarmoured",13.2085298359785,NA,NA,5.31379696377115,NA,NA,3.30379386614305,NA,NA,5.70323426869897
"12",1,2024-09-18,"Boulton Lake",2022,"HG220981",NA,"ZM","L",57.85,15.29,NA,NA,NA,NA,"N",5.24,"4567","567",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,3,7,NA,NA,"N",3.44,"Y",NA,"N",NA,"N","M","1.09","Y",4.97,"Y","schisto",NA,NA,NA,"4 schisto 1 juvenile",NA,NA,"Present","Unarmoured",14.9652826828906,NA,NA,5.11229667769612,NA,NA,3.40470493739839,NA,NA,4.89303419470318
"13",1,2024-09-18,"Boulton Lake",2022,"HG221024",NA,"ZM","L",52.1,11.28,NA,NA,NA,NA,"N",4.37,"4567","4567",0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,8,4.74,1.85,"Y",3.63,"Y",NA,"N",3.77,"Y","M","1.04","Y",5.11,"N",NA,"?",NA,NA,"Accidentally cut L pelvic spine during dissection, very small testes",NA,NA,"Present","Unarmoured",12.3587427621279,NA,NA,4.85369104497494,5.1941491347979,2.16921508300174,3.79283109049442,NA,3.95157276147457,5.46084944112548
"14",1,2024-09-18,"Boulton Lake",2022,"HG221077",NA,"ZM","L",57.66,13.43,NA,NA,NA,NA,"N",4.24,"5678","5678",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,8,4.92,3.74,"Y",4.45,"Y",NA,"N",NA,"N","F","1.36","Y",4.7,"N",NA,NA,2,NA,NA,NA,NA,"Present","Unarmoured",13.1914597644291,NA,NA,4.15355525350593,4.83245745361293,3.62498864152792,4.41184906109708,NA,NA,4.63915595651718
"15",1,2024-09-18,"Boulton Lake",2022,"HG221026",NA,"ZM","L",47.08,9.8,NA,NA,NA,NA,"N",3.63,"567","67",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,5,NA,NA,"N",3.52,"Y",NA,"N",NA,"N","M","0.88","Y",4.36,"N",NA,"?",NA,NA,"Very small testes",NA,NA,"Present","Unarmoured",11.9757083407304,NA,NA,4.5707737854748,NA,NA,3.87594254578987,NA,NA,5.04424364678166
"16",1,2024-09-20,"Boulton Lake",2022,"HG221021",NA,"ZM","L",57.38,12.34,3.39,3.39,1.83,1.83,"Y",5.13,"567","67",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,5,5.73,2.1,"Y",4.08,"Y",NA,"N",4.93,"Y","M","1.47","Y",5.38,"N",NA,NA,NA,NA,"Triangular AP",NA,NA,"Present","Unarmoured",12.1845605958138,3.35052814889766,1.8064411085524,5.05579730890073,5.65769454704593,2.05411307986799,4.05522713661454,NA,4.8979184431049,5.3306424793956
"17",1,2024-09-20,"Boulton Lake",2022,"HG221023",NA,"ZM","L",57.46,11.07,NA,NA,NA,NA,"N",4.26,"67","5678",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,4,6,NA,NA,"N",4.1,"Y",NA,"N",NA,"N","F","1.33","Y",4.91,"N",NA,NA,1,NA,"Warty",NA,NA,"Present","Unarmoured",10.9141616446102,NA,NA,4.19114361794462,NA,NA,4.07216767575039,NA,NA,4.85964739433802
"18",1,2024-09-20,"Boulton Lake",2022,"HG221015",NA,"ZM","L",52.52,12.61,NA,NA,NA,NA,"N",4.49,"567","567",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,5.04,2.36,"Y",3.2,"Y",NA,"N",4.46,"Y","M","0.94","Y",4.92,"Y","schisto",NA,NA,NA,"Organic matter on anal fin, nodules near testes",NA,NA,"Present","Unarmoured",13.6969274873126,NA,NA,4.93763111030305,5.47523510938612,2.72580478502083,3.32967442889455,NA,4.65402243991042,5.22483669128539
"19",1,2024-09-20,"Boulton Lake",2022,"HG220984",NA,"ZM","L",54.89,12.91,NA,NA,NA,NA,"N",5.36,"5678","5678",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,8,NA,NA,"N",3.17,"Y",3.47,"Y",NA,"N","M",NA,"N",5.31,"Y","schisto",NA,NA,NA,NA,NA,NA,"Present","Unarmoured",13.3715225246748,NA,NA,5.58082317536249,NA,NA,3.22394958317987,3.52570176376967,NA,5.44735488371263
"20",1,2024-09-20,"Boulton Lake",2022,"HG220987",NA,"ZM","L",56.22,12.99,2.48,2.48,1.84,1.84,"Y",5.42,"67","567",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,5,NA,NA,"N",3.72,"Y",NA,"N",NA,"N","F","1.25","Y",4.97,"Y","schisto",NA,NA,NA,"Hole in jaw, very pale, triangular AP",NA,NA,"Present","Unarmoured",13.1117506239095,2.50146803011228,1.85762964198276,5.47842935159723,NA,NA,3.73671065360356,NA,NA,5.0038251692717
"21",1,2024-09-23,"Drizzle Lake",2022,"HG221044",NA,"ZM","L",48.5,10.2,6.63,6.63,1.54,1.54,"Y",3.43,"45678","4567",0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,4,9,7.3,1.39,"Y",6.61,"Y",7.17,"Y",9.86,"Y","?","2.05","Y",4.15,"N",NA,"?",NA,NA,"AP angled backwards oddly",NA,NA,"Present","Giant",12.0717513339138,7.7466978248699,1.82941502735487,4.1628901901074,8.64218823167795,1.86440419859333,7.167299454202,7.73914217340718,10.7537880761419,4.69080911375424
"22",1,2024-09-23,"Drizzle Lake",2022,"HG221037",NA,"ZM","L",78.33,14.77,9.89,9.89,2.67,2.67,"Y",5.32,"345678","345678",0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6,6,12,11.34,4.44,"Y",10.09,"Y",11.67,"Y",13.8,"Y","M","3.02","Y",6.63,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",10.4288523146108,7.17053966946227,1.87075971819541,3.5660594492655,8.00200813089018,2.4208068755975,8.53640577586872,9.96656724889658,11.5354862148254,5.14779851197915
"23",1,2024-09-23,"Drizzle Lake",2022,"HG221041",NA,"ZM","L",75.01,16.29,10.08,10.08,3.03,3.03,"Y",5.85,"4567","34567",0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,4,5,9,11.84,4.51,"Y",9.44,"Y",10.2,"Y",14.01,"Y","M","2.87","Y",6.89,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.051556812983,7.63027555692832,2.22671435258176,4.13738904400725,8.7546723485843,2.66731680621306,8.16756436418212,8.89739933800021,11.9958909179805,5.53429152414417
"24",1,2024-09-23,"Drizzle Lake",2022,"HG221043",NA,"ZM","L",73.04,15.67,9.28,9.28,2.33,2.33,"Y",5.71,"345678","345678",0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6,6,12,10.7,3.26,"Y",7.83,"Y",9.47,"Y",12.74,"Y","M","1.40","Y",6.32,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",11.9301215108208,7.21329913405754,1.76322434412494,4.17369636997845,8.14231742344971,2.02684667309881,6.86855973534914,8.36872240508237,11.0707703326598,5.18339914920553
"25",1,2024-09-23,"Drizzle Lake",2022,"HG221032",NA,"ZM","L",74.32,16.52,10.58,10.58,3.65,3.65,"Y",5.56,"567","4567",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,4,7,12.69,4.35,"Y",8.22,"Y",8.45,"Y",12.37,"Y","M","2.77","Y",6.25,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.344016371245,8.0827793426473,2.70978571073573,3.9775502325849,9.47724094325625,2.61772549448765,7.1461151065273,7.40423502045735,10.646117185957,5.05669716748292
"26",1,2024-09-23,"Drizzle Lake",2022,"HG221036",NA,"ZM","L",74.48,16.99,10.24,10.24,2.71,2.71,"Y",5.47,"34567","34567",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,5,10,11,4.72,"Y",9.15,"Y",10,"Y",13.7,"Y","M","2.28","Y",6.99,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.6658256574973,7.8063003464146,2.00716352431547,3.90275740831969,8.19605506684151,2.82893501222009,7.94576661222418,8.75320790997267,11.776705874885,5.64589037533936
"27",1,2024-09-23,"Drizzle Lake",2022,"HG221029",NA,"ZM","L",74.84,16.33,10.4,10.4,3.43,3.43,"Y",5.48,"34567","345678",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,6,11,10.57,4.7,"Y",8.96,"Y",9.18,"Y",12.31,"Y","M","1.88","Y",6.46,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.1107203258175,7.89030828918715,2.52697676889055,3.88661375250394,7.83477991320358,2.79155604063731,7.76137519480978,8.01653980728146,10.5535662516501,5.19813163129859
"28",1,2024-09-23,"Drizzle Lake",2022,"HG221033",NA,"ZM","L",68.94,14.95,8.83,8.83,2.72,2.72,"Y",4.48,"5678","45678",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,5,9,10.69,3.57,"Y",8.38,"Y",9.5,"Y",11.96,"Y","M","2.14","Y",6.24,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.1129568699996,7.2698091578359,2.19357609076843,3.5175014330774,8.65811542512928,2.47392449212127,7.57418332038688,8.63552979587719,10.7315478088967,5.35472385321543
"29",1,2024-09-23,"Drizzle Lake",2022,"HG221035",NA,"ZM","L",72.31,15.3,8.9,8.9,2.2,2.2,"Y",5.25,"345678","45678",0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,6,5,11,11.01,4.38,"Y",9.13,"Y",9.93,"Y",13.55,"Y","M","2.69","Y",6.1,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",11.7751825660999,6.9874498368764,1.68336711284519,3.88549692464992,8.46954963638127,2.77504133317555,8.05068706820683,8.81839327123374,11.8404583112757,5.04248811836912
"30",1,2024-09-23,"Drizzle Lake",2022,"HG221028",NA,"ZM","L",82.1,17.45,10.09,10.09,3.49,3.49,"Y",4.78,"34567","3456",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,4,9,12.8,5.65,"Y",9.04,"Y",11.06,"Y",13.32,"Y","F","3.54","Y",6.92,"N",NA,NA,NA,NA,"Plate 3L bifurcated at bottom",NA,NA,"Present","Giant",11.7126433552351,6.98109827730489,2.3219251181019,3.02288965414372,8.5853906791968,2.82025733888106,7.46421649448637,9.23117836266072,10.8475644971256,5.17870442715884
"31",1,2024-09-23,"Drizzle Lake",2022,"HG221027",NA,"ZM","L",79.48,17.25,10.65,10.65,3.52,3.52,"Y",5.15,"34567","34567",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,5,10,13.12,6.05,"Y",9.79,"Y",10.53,"Y",15.02,"Y","F","3.22","Y",6.41,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",11.990161710627,7.61033846314443,2.42704708375109,3.39035564289361,9.11354832091724,3.20956444883922,8.2203425263025,8.92916907450805,12.4541538699393,4.92047893303113
"32",1,2024-09-23,"Drizzle Lake",2022,"HG221034",NA,"ZM","L",72.35,15.88,10.2,10.2,2.78,2.78,"Y",4.42,"34567","34567",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,5,10,13.18,4.24,"Y",9.4,"Y",9.51,"Y",12.71,"Y","M","1.90","Y",6.47,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.2142818396426,8.00368112184265,2.12586870821161,3.26897874916546,10.1327929102723,2.68355305282626,8.28639617080881,8.44312864759288,11.1030294047381,5.3460273809586
"33",2,2024-09-24,"Drizzle Lake",2022,"HG221031",NA,"ZM","L",72.49,14.3,10.27,10.27,2.43,2.43,"Y",4.96,"34567","234567",0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,6,11,10.26,3.72,"Y",8.02,"Y",9.29,"Y",12.65,"Y","M","2.52","Y",6.12,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",10.9761206707692,8.04311486708898,1.85427126467235,3.65958437289002,7.87145283455822,2.34590635465003,7.06281120007164,8.24002400810418,11.0387670886559,5.04917719339451
"34",2,2024-09-24,"Drizzle Lake",2022,"HG221040",NA,"ZM","L",71.54,15.23,9.65,9.65,2.6,2.6,"Y",5.25,"4567","4567",0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,8,10.88,4.17,"Y",8.34,"Y",8.36,"Y",12.36,"Y","M","1.86","Y",6.63,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",11.8572977975412,7.65745526165375,2.01302941659701,3.93735478174629,8.46682242687245,2.6956434181494,7.39494674081778,7.46307375463344,10.8649509274367,5.52676377200525
"35",2,2024-09-24,"Drizzle Lake",2022,"HG221042",NA,"ZM","L",69.64,14.33,7.13,7.13,2.43,2.43,"Y",4.68,"4567","5678",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,8,11.17,3.33,"Y",9.16,"Y",9.88,"Y",12.97,"Y","F","3.04","Y",5.75,"N",NA,NA,NA,NA,"Ovaries small",NA,NA,"Present","Giant",11.4849153200373,5.81144509688448,1.93801862333705,3.62884600816451,8.94876328994994,2.26424444244477,8.23599422455521,8.93673836019743,11.5727464673583,4.89534396535686
"36",2,2024-09-24,"Drizzle Lake",2022,"HG221039",NA,"ZM","L",69.89,15.24,9.88,9.88,2.83,2.83,"Y",5.39,"4567","456",0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,7,11,4.17,"Y",8.74,"Y",7.99,"Y",13.14,"Y","M","2.45","Y",6.09,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.1671744494125,8.02421015171465,2.24814392428581,4.16086966955716,8.77854817604528,2.8163889757257,7.84379737444081,7.21453985962274,11.7011409563519,5.17027310189042
"37",2,2024-09-24,"Drizzle Lake",2022,"HG221038",NA,"ZM","L",67.36,13.98,9.07,9.07,2.33,2.33,"Y",4.59,"567","567",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,10.44,3.37,"Y",7.4,"Y",7.84,"Y",11.23,"Y","M","1.73","Y",5.93,"Y","round",NA,NA,NA,NA,NA,NA,"Present","Giant",11.6135605066312,7.64175985130609,1.92765527778262,3.70884715717585,8.66991399343332,2.43925289485657,6.76917835434157,7.20775876251603,10.2070111229247,5.18197506201217
"38",2,2024-09-24,"Drizzle Lake",2022,"HG221030",NA,"ZM","L",69.05,15.05,7.86,7.86,3.34,3.34,"Y",4.69,"34567","345678",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,6,11,11.23,3.96,"Y",9.68,"Y",10.18,"Y",14.34,"Y","F","2.68","Y",5.57,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",12.1730508286181,6.46093796754046,2.68885691309596,3.67512080477248,9.07983688062229,2.73598153384372,8.74195808241318,9.24644777050565,12.8557111083953,4.77381143474665
"39",2,2024-09-25,"Drizzle Lake",2022,"HG221047",NA,"ZM","L",75.38,15.82,9.12,9.12,2.82,2.82,"Y",6.31,"2345678","345678",0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,7,6,13,11.75,3.96,"Y",9.14,"Y",9.75,"Y",13.52,"Y","M","2.40","Y",5.98,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",11.6419581533471,6.86984910196587,2.061187273595,4.43561018778574,8.64210290226992,2.32049312695234,7.88788444758537,8.48444853740995,11.5447679607777,4.78486743324195
"40",2,2024-09-25,"Drizzle Lake",2022,"HG221060",NA,"ZM","L",50.13,10.19,6.22,6.22,1.64,1.64,"Y",2.98,"45678911","345678",1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,8,6,14,6.81,1.43,"Y",6.43,"Y",7.93,"Y",9.03,"Y","F","1.73","Y",3.41,"N",NA,"?",NA,NA,NA,NA,NA,"Present","Giant",11.6379424396845,7.03237864938312,1.87855760172752,3.47166863941028,7.77951001085951,1.80261339519484,6.85383308568258,8.42236339998747,9.66954036806331,3.75584522130735
"41",2,2024-09-25,"Drizzle Lake",2022,"HG221054",NA,"ZM","L",64.63,13.56,7.66,7.66,2.35,2.35,"Y",4.66,"345678","345678",0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6,6,12,9.18,3.04,"Y",7.61,"Y",7.91,"Y",11.44,"Y","M","1.96","Y",5.73,"N",NA,NA,NA,"Y",NA,NA,NA,"Present","Giant",11.7781684000055,6.7251466833964,2.03483955761146,3.96336572204877,7.97170871768472,2.3781652656201,7.11197476303628,7.42058224371024,10.6393647436101,5.17215084782706
"42",2,2024-09-25,"Drizzle Lake",2022,"HG221056",NA,"ZM","L",50.26,10.51,6.37,6.37,1.54,1.54,"Y",3.55,"34567","345678",0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,6,11,6.55,1.1,"Y",5.8,"Y",6.62,"Y",9.32,"Y","M","1.72","Y",3.94,"N",NA,"?",NA,NA,"Testes tiny",NA,NA,"Present","Giant",11.969963421884,7.18342541889581,1.75898696063456,4.12246898091993,7.46160668444951,1.37989819207959,6.17402364647517,7.02213741678316,9.9657462530185,4.33080256736457
"43",2,2024-09-25,"Drizzle Lake",2022,"HG221046",NA,"ZM","L",78.91,16.32,11.54,11.54,2.75,2.75,"Y",4.8,"4567","567",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,3,7,13.25,5.11,"Y",10.17,"Y",10.47,"Y",15.38,"Y","F","2.52","Y",5.98,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",11.4320485427273,8.30561683405667,1.91122064808094,3.18823527942148,9.2756323524566,2.74777721231745,8.57129201480568,8.90956120676101,12.8036920896639,4.61635576875772
"44",2,2024-09-25,"Drizzle Lake",2022,"HG221059",NA,"ZM","L",70.7,14.77,9.21,9.21,2.6,2.6,"Y",4.74,"4567","4567",0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,8,12.62,3.94,"Y",7.97,"Y",7.3,"Y",12.08,"Y","M","2.48","Y",5.3,"N",NA,NA,NA,NA,"L PS broken (measured R)",NA,NA,"Present","Giant",11.6464405219604,7.39474452593713,2.03938625638963,3.60724908744361,9.94689838061511,2.60408534175004,7.11021413677409,6.55450780077555,10.6886469015469,4.45914579672709
"45",2,2024-09-25,"Drizzle Lake",2022,"HG221049",NA,"ZM","L",77.55,17.06,10.16,10.16,3.23,3.23,"Y",5.52,"345678","2345678",0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,7,13,12.27,3.97,"Y",9.11,"Y",9.22,"Y",13.33,"Y","M","2.15","Y",6.51,"N",NA,NA,NA,"Y",NA,NA,NA,"Present","Giant",12.1763766212377,7.44005220761881,2.28821099480515,3.74626620861828,8.75229381604603,2.20561413580485,7.74733238900494,7.91277548444996,11.2046643111077,5.09440981031044
"46",2,2024-09-25,"Drizzle Lake",2022,"HG221052",NA,"ZM","L",71.03,15.08,8.91,8.91,3.22,3.22,"Y",4.71,"567","567",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,6,11.03,4.13,"Y",7.28,"Y",8.23,"Y",12.34,"Y","M","1.82","Y",6.16,"N",NA,NA,NA,"Y",NA,NA,NA,"Present","Giant",11.8313686851504,7.12078655273704,2.51278108029406,3.5638063674196,8.65009492414979,2.70589678038287,6.47901250373508,7.37274338518681,10.8905214794131,5.16383291245654
"47",2,2024-09-25,"Drizzle Lake",2022,"HG221048",NA,"ZM","L",81.82,16.4,10.18,10.18,3.3,3.3,"Y",4.66,"345678","45678",0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,6,5,11,13.42,4.82,"Y",9.59,"Y",7.54,"Y",14.34,"Y","F","2.44","Y",6.39,"N",NA,NA,NA,NA,NA,NA,NA,"Present","Giant",11.0484652840037,7.06736228716744,2.20379283325653,2.95949593538824,9.03449921838313,2.42143880689096,7.93236062264274,6.30373777629965,11.7003943401409,4.7948849773613
